FID,UnitName,PointName,Latitude,Longitude,SegmentL,SDate,Visit,SpeciesCod,SAgeID,PassCount1,PassCount2,PassCount3,Depth1,Depth2,Depth3,WaterPrese,SiltClay,Sand,Gravel,Pebble,Cobble,Boulder,Bedrock,Artificial,Detritus,LengthPool,LengthRun,LengthRiff,Width1,Width2,Width3,FishPresen,CrayfishPr,pH,Conductivi,WaterTemp,StartAirTe,StartWater,DDMLatLon,ORIG_OID,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y
2868,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/7/2006 0:00:00,5,PRUB,larva,1,0,0,0.5,2,3.5,Y,NULL,1,NULL,NULL,40,NULL,NULL,NULL,59,1,3,11,30,150,50,N,Y,5.51,557,NULL,22.8,12.5,38 57.26619622N 077 03.19985979W,2868,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2869,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/24/2006 0:00:00,6,DFUS,adult,2,0,0,5,1.5,4.5,Y,NULL,8,NULL,NULL,63,NULL,NULL,NULL,29,2,0,13,39,24,41,N,N,5.55,545,NULL,22.4,13,38 57.26619622N 077 03.19985979W,2869,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2870,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/24/2006 0:00:00,6,PRUB,adult,1,0,0,5,1.5,4.5,Y,NULL,8,NULL,NULL,63,NULL,NULL,NULL,29,2,0,13,39,24,41,N,N,5.55,545,NULL,22.4,13,38 57.26619622N 077 03.19985979W,2870,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2871,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/7/2007 0:00:00,7,DFUS,adult,2,3,NULL,0.5,3,8,Y,NULL,NULL,NULL,NULL,3,33,NULL,NULL,64,1,2,12,33,69,44,N,Y,5.54,545,NULL,23.7,12.6,38 57.26619622N 077 03.19985979W,2871,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2872,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/12/2007 0:00:00,8,DFUS,adult,1,0,NULL,1,0.5,2,Y,NULL,NULL,NULL,NULL,43,NULL,NULL,NULL,57,2,10,1,17,86,55,N,Y,7.13,574,NULL,20.3,12.8,38 57.26619622N 077 03.19985979W,2872,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2873,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/12/2007 0:00:00,8,PRUB,larva,1,1,NULL,1,0.5,2,Y,NULL,NULL,NULL,NULL,43,NULL,NULL,NULL,57,2,10,1,17,86,55,N,Y,7.13,574,NULL,20.3,12.8,38 57.26619622N 077 03.19985979W,2873,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2874,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/4/2008 0:00:00,1,NULL,NULL,NULL,NULL,NULL,3,0,3,Y,4,NULL,3,3,13,NULL,NULL,NULL,51,1,0,13,36,0,41,N,Y,5.67,494,NULL,22.7,12.8,38 57.26619622N 077 03.19985979W,2874,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2875,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/2/2008 0:00:00,2,PRUB,larva,3,1,NULL,0.5,0.5,3,Y,NULL,3,NULL,NULL,16,7,NULL,NULL,68,3,6,2,38,105,58,N,Y,5.66,543,NULL,26,13.1,38 57.26619622N 077 03.19985979W,2875,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2876,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/2/2009 0:00:00,1,PRUB,larva,1,0,NULL,3.5,0,1,Y,NULL,25,NULL,NULL,35,NULL,NULL,NULL,40,0,0,15,34,0,32,N,N,5.44,489,NULL,24.8,13.6,38 57.26619622N 077 03.19985979W,2876,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2877,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/1/2009 0:00:00,2,NULL,NULL,NULL,NULL,NULL,5.5,2,4,Y,NULL,1,NULL,11,15,NULL,NULL,NULL,73,1,1,13,31,77,52,N,Y,6.55,480,NULL,22.7,17.3,38 57.26619622N 077 03.19985979W,2877,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2878,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/2/2010 0:00:00,1,DFUS,adult,1,0,NULL,0.5,2.5,3,Y,16,NULL,NULL,NULL,64,NULL,NULL,NULL,20,NULL,NULL,15,60,117,40,N,Y,NULL,-99,NULL,23.6,16.4,38 57.26619622N 077 03.19985979W,2878,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2879,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/1/2010 0:00:00,2,PRUB,larva,1,0,NULL,2,1.5,3,Y,NULL,24,3,4,5,7,NULL,NULL,57,1,1,13,30,110,70,N,Y,5.38,-99,NULL,20.4,12.4,38 57.26619622N 077 03.19985979W,2879,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2880,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/1/2010 0:00:00,2,PRUB,adult,0,1,NULL,2,1.5,3,Y,NULL,24,3,4,5,7,NULL,NULL,57,1,1,13,30,110,70,N,Y,5.38,-99,NULL,20.4,12.4,38 57.26619622N 077 03.19985979W,2880,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2881,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/1/2010 0:00:00,2,DFUS,adult,1,0,NULL,2,1.5,3,Y,NULL,24,3,4,5,7,NULL,NULL,57,1,1,13,30,110,70,N,Y,5.38,-99,NULL,20.4,12.4,38 57.26619622N 077 03.19985979W,2881,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2882,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/23/2011 0:00:00,1,DFUS,adult,1,0,0,0.5,1,4.5,Y,NULL,NULL,NULL,NULL,5,11,NULL,NULL,84,0,9,6,39,43,6,N,N,NULL,NULL,NULL,NULL,NULL,38 57.26619622N 077 03.19985979W,2882,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2883,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/26/2011 0:00:00,2,DFUS,juvenile,0,1,0,1,0.5,5,Y,13,NULL,NULL,8,12,NULL,NULL,NULL,47,0,15,0,48,84,64,N,N,7.4,619,NULL,24.8,22.1,38 57.26619622N 077 03.19985979W,2883,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2884,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/21/2012 0:00:00,1,DFUS,adult,1,1,0,0.3,1,3.5,Y,2,NULL,NULL,NULL,12,39,NULL,NULL,47,0,1,14,39,62,46,N,Y,6.8,655,NULL,28.6,13.3,38 57.26619622N 077 03.19985979W,2884,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2885,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/21/2012 0:00:00,1,DFUS,larva,1,0,0,0.3,1,3.5,Y,2,NULL,NULL,NULL,12,39,NULL,NULL,47,0,1,14,39,62,46,N,Y,6.8,655,NULL,28.6,13.3,38 57.26619622N 077 03.19985979W,2885,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2886,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/21/2012 0:00:00,1,EBIS,adult,1,1,1,0.3,1,3.5,Y,2,NULL,NULL,NULL,12,39,NULL,NULL,47,0,1,14,39,62,46,N,Y,6.8,655,NULL,28.6,13.3,38 57.26619622N 077 03.19985979W,2886,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2887,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/27/2012 0:00:00,2,NULL,NULL,NULL,NULL,NULL,0.3,0.5,0.5,Y,5,NULL,NULL,NULL,51,NULL,NULL,NULL,44,0,15,0,12,50,47,N,N,7,739,NULL,27,15.4,38 57.26619622N 077 03.19985979W,2887,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2888,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/30/2013 0:00:00,1,DFUS,adult,2,0,0,1.4,0,4,Y,NULL,NULL,NULL,NULL,4,NULL,29,NULL,67,0,1,12,41,0,114,N,Y,5.8,494,NULL,20.2,13.7,38 57.26619622N 077 03.19985979W,2888,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2889,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,8/7/2013 0:00:00,2,DFUS,adult,5,1,2,1.8,2,4.5,Y,NULL,NULL,NULL,1,43,2,NULL,NULL,50,0,3,10,45,30,45,N,Y,5.9,522,NULL,24.1,14.1,38 57.26619622N 077 03.19985979W,2889,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2890,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,8/7/2013 0:00:00,2,PRUB,larva,1,0,0,1.8,2,4.5,Y,NULL,NULL,NULL,1,43,2,NULL,NULL,50,0,3,10,45,30,45,N,Y,5.9,522,NULL,24.1,14.1,38 57.26619622N 077 03.19985979W,2890,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2891,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/16/2014 0:00:00,1,EBIS,adult,0,1,0,1,1,4,Y,3,5,1,1,13,NULL,14,NULL,63,0,0,15,70,135,80,N,Y,5,495,NULL,26,14,38 57.26619622N 077 03.19985979W,2891,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2892,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/16/2014 0:00:00,1,DFUS,adult,1,1,0,1,1,4,Y,3,5,1,1,13,NULL,14,NULL,63,0,0,15,70,135,80,N,Y,5,495,NULL,26,14,38 57.26619622N 077 03.19985979W,2892,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2893,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/23/2014 0:00:00,2,EBIS,larva,1,0,0,0.7,1.2,2.5,Y,8,8,NULL,NULL,33,2,NULL,NULL,49,0,0,14,60,130,100,N,Y,6.6,568,NULL,25.8,20.8,38 57.26619622N 077 03.19985979W,2893,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2894,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/23/2014 0:00:00,2,EBIS,adult,0,0,1,0.7,1.2,2.5,Y,8,8,NULL,NULL,33,2,NULL,NULL,49,0,0,14,60,130,100,N,Y,6.6,568,NULL,25.8,20.8,38 57.26619622N 077 03.19985979W,2894,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2895,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/23/2014 0:00:00,2,DFUS,juvenile,1,0,2,0.7,1.2,2.5,Y,8,8,NULL,NULL,33,2,NULL,NULL,49,0,0,14,60,130,100,N,Y,6.6,568,NULL,25.8,20.8,38 57.26619622N 077 03.19985979W,2895,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2896,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/23/2014 0:00:00,2,DFUS,adult,2,0,0,0.7,1.2,2.5,Y,8,8,NULL,NULL,33,2,NULL,NULL,49,0,0,14,60,130,100,N,Y,6.6,568,NULL,25.8,20.8,38 57.26619622N 077 03.19985979W,2896,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2897,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/23/2014 0:00:00,2,PRUB,larva,2,1,0,0.7,1.2,2.5,Y,8,8,NULL,NULL,33,2,NULL,NULL,49,0,0,14,60,130,100,N,Y,6.6,568,NULL,25.8,20.8,38 57.26619622N 077 03.19985979W,2897,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2898,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/1/2015 0:00:00,1,PRUB,larva,1,1,0,3,0,3.1,Y,3,12,NULL,NULL,10,21,NULL,NULL,54,0,1,13,40,0,110,N,N,7,610,NULL,21.8,15,38 57.26619622N 077 03.19985979W,2898,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2899,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/22/2016 0:00:00,1,DFUS,adult,2,1,0,1.1,0,5.1,Y,13,2,NULL,NULL,11,1,NULL,NULL,73,0,2,8,30,0,82,N,Y,6.7,645,NULL,21.2,14.8,38 57.26619622N 077 03.19985979W,2899,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2900,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/22/2016 0:00:00,1,DFUS,juvenile,1,0,0,1.1,0,5.1,Y,13,2,NULL,NULL,11,1,NULL,NULL,73,0,2,8,30,0,82,N,Y,6.7,645,NULL,21.2,14.8,38 57.26619622N 077 03.19985979W,2900,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2901,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,6/22/2016 0:00:00,1,PRUB,larva,2,0,0,1.1,0,5.1,Y,13,2,NULL,NULL,11,1,NULL,NULL,73,0,2,8,30,0,82,N,Y,6.7,645,NULL,21.2,14.8,38 57.26619622N 077 03.19985979W,2901,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2902,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/14/2016 0:00:00,2,DFUS,juvenile,0,0,1,5.5,1,4,Y,NULL,NULL,NULL,NULL,4,10,NULL,NULL,86,1,1,12,30,30,86,N,Y,6.5,652,NULL,25,16.8,38 57.26619622N 077 03.19985979W,2902,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2903,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/14/2016 0:00:00,2,DFUS,adult,4,0,1,5.5,1,4,Y,NULL,NULL,NULL,NULL,4,10,NULL,NULL,86,1,1,12,30,30,86,N,Y,6.5,652,NULL,25,16.8,38 57.26619622N 077 03.19985979W,2903,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2904,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/14/2016 0:00:00,2,PRUB,larva,1,0,0,5.5,1,4,Y,NULL,NULL,NULL,NULL,4,10,NULL,NULL,86,1,1,12,30,30,86,N,Y,6.5,652,NULL,25,16.8,38 57.26619622N 077 03.19985979W,2904,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2905,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/14/2016 0:00:00,2,EBIS,adult,1,0,0,5.5,1,4,Y,NULL,NULL,NULL,NULL,4,10,NULL,NULL,86,1,1,12,30,30,86,N,Y,6.5,652,NULL,25,16.8,38 57.26619622N 077 03.19985979W,2905,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2906,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/14/2016 0:00:00,2,EBIS,larva,1,1,0,5.5,1,4,Y,NULL,NULL,NULL,NULL,4,10,NULL,NULL,86,1,1,12,30,30,86,N,Y,6.5,652,NULL,25,16.8,38 57.26619622N 077 03.19985979W,2906,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2907,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/25/2017 0:00:00,1,PRUB,adult,1,0,0,1.4,1.4,0.5,Y,10,NULL,NULL,NULL,3,8,NULL,NULL,75,0,13,2,95,137,75,N,Y,7.1,1202,NULL,20.2,18.3,38 57.26619622N 077 03.19985979W,2907,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2908,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/25/2017 0:00:00,1,PRUB,juvenile,1,0,0,1.4,1.4,0.5,Y,10,NULL,NULL,NULL,3,8,NULL,NULL,75,0,13,2,95,137,75,N,Y,7.1,1202,NULL,20.2,18.3,38 57.26619622N 077 03.19985979W,2908,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2909,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/25/2017 0:00:00,1,PRUB,larva,0,3,0,1.4,1.4,0.5,Y,10,NULL,NULL,NULL,3,8,NULL,NULL,75,0,13,2,95,137,75,N,Y,7.1,1202,NULL,20.2,18.3,38 57.26619622N 077 03.19985979W,2909,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2910,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/25/2017 0:00:00,1,DFUS,adult,1,1,3,1.4,1.4,0.5,Y,10,NULL,NULL,NULL,3,8,NULL,NULL,75,0,13,2,95,137,75,N,Y,7.1,1202,NULL,20.2,18.3,38 57.26619622N 077 03.19985979W,2910,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2911,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/25/2017 0:00:00,1,DFUS,juvenile,1,1,0,1.4,1.4,0.5,Y,10,NULL,NULL,NULL,3,8,NULL,NULL,75,0,13,2,95,137,75,N,Y,7.1,1202,NULL,20.2,18.3,38 57.26619622N 077 03.19985979W,2911,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2912,Rock Creek National Park,West Spring-1,38.954444400000000,-77.053333300000006,15m,7/25/2017 0:00:00,1,EBIS,juvenile,1,0,0,1.4,1.4,0.5,Y,10,NULL,NULL,NULL,3,8,NULL,NULL,75,0,13,2,95,137,75,N,Y,7.1,1202,NULL,20.2,18.3,38 57.26619622N 077 03.19985979W,2912,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2913,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/24/2005 0:00:00,1,EBIS,adult,NULL,NULL,NULL,2.5,4.5,3,Y,5,32,NULL,4,33,NULL,NULL,NULL,25,0,3,12,60,105,73,N,N,6.5,504,NULL,26.6,14.4,38 57.26619622N 077 03.19985979W,2913,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2914,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/24/2005 0:00:00,1,DFUS,adult,1,2,1,2.5,4.5,3,Y,5,32,NULL,4,33,NULL,NULL,NULL,25,0,3,12,60,105,73,N,N,6.5,504,NULL,26.6,14.4,38 57.26619622N 077 03.19985979W,2914,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2915,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/24/2005 0:00:00,1,EBIS,larva,5,2,3,2.5,4.5,3,Y,5,32,NULL,4,33,NULL,NULL,NULL,25,0,3,12,60,105,73,N,N,6.5,504,NULL,26.6,14.4,38 57.26619622N 077 03.19985979W,2915,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2916,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/24/2005 0:00:00,1,PRUB,juvenile,0,0,1,2.5,4.5,3,Y,5,32,NULL,4,33,NULL,NULL,NULL,25,0,3,12,60,105,73,N,N,6.5,504,NULL,26.6,14.4,38 57.26619622N 077 03.19985979W,2916,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2917,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/21/2005 0:00:00,2,EBIS,larva,2,NULL,NULL,4,4,1.5,Y,NULL,25,NULL,1,40,NULL,NULL,NULL,36,1,6,8,75,146,95,N,N,5.54,497,NULL,25.8,13,38 57.26619622N 077 03.19985979W,2917,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2918,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2006 0:00:00,5,DFUS,adult,1,0,0,2.5,3,3.5,Y,NULL,19,NULL,11,36,NULL,NULL,NULL,34,0,5,12,120,70,140,N,Y,5.51,557,NULL,22.8,12.5,38 57.26619622N 077 03.19985979W,2918,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2919,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2006 0:00:00,5,DFUS,juvenile,1,0,0,2.5,3,3.5,Y,NULL,19,NULL,11,36,NULL,NULL,NULL,34,0,5,12,120,70,140,N,Y,5.51,557,NULL,22.8,12.5,38 57.26619622N 077 03.19985979W,2919,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2920,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2006 0:00:00,5,EBIS,larva,1,3,1,2.5,3,3.5,Y,NULL,19,NULL,11,36,NULL,NULL,NULL,34,0,5,12,120,70,140,N,Y,5.51,557,NULL,22.8,12.5,38 57.26619622N 077 03.19985979W,2920,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2921,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2006 0:00:00,5,EBIS,larva,3,2,0,2.5,3,3.5,Y,NULL,19,NULL,11,36,NULL,NULL,NULL,34,0,5,12,120,70,140,N,Y,5.51,557,NULL,22.8,12.5,38 57.26619622N 077 03.19985979W,2921,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2922,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/24/2006 0:00:00,6,DFUS,juvenile,1,1,0,8,5,4,Y,13,NULL,33,17,37,NULL,NULL,NULL,NULL,0,3,12,33,40,63,N,Y,5.55,545,NULL,22.4,13,38 57.26619622N 077 03.19985979W,2922,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2923,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/24/2006 0:00:00,6,PRUB,larva,1,0,0,8,5,4,Y,13,NULL,33,17,37,NULL,NULL,NULL,NULL,0,3,12,33,40,63,N,Y,5.55,545,NULL,22.4,13,38 57.26619622N 077 03.19985979W,2923,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2924,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/24/2006 0:00:00,6,EBIS,larva,2,1,0,8,5,4,Y,13,NULL,33,17,37,NULL,NULL,NULL,NULL,0,3,12,33,40,63,N,Y,5.55,545,NULL,22.4,13,38 57.26619622N 077 03.19985979W,2924,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2925,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2007 0:00:00,7,DFUS,adult,2,0,NULL,4,3.5,4,Y,11,NULL,NULL,NULL,79,NULL,NULL,NULL,10,0,8,7,125,85,95,N,Y,5.54,545,NULL,23.7,12.6,38 57.26619622N 077 03.19985979W,2925,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2926,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2007 0:00:00,7,DFUS,juvenile,0,1,NULL,4,3.5,4,Y,11,NULL,NULL,NULL,79,NULL,NULL,NULL,10,0,8,7,125,85,95,N,Y,5.54,545,NULL,23.7,12.6,38 57.26619622N 077 03.19985979W,2926,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2927,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2007 0:00:00,7,EBIS,adult,0,1,NULL,4,3.5,4,Y,11,NULL,NULL,NULL,79,NULL,NULL,NULL,10,0,8,7,125,85,95,N,Y,5.54,545,NULL,23.7,12.6,38 57.26619622N 077 03.19985979W,2927,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2928,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2007 0:00:00,7,EBIS,larva,0,4,NULL,4,3.5,4,Y,11,NULL,NULL,NULL,79,NULL,NULL,NULL,10,0,8,7,125,85,95,N,Y,5.54,545,NULL,23.7,12.6,38 57.26619622N 077 03.19985979W,2928,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2929,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/7/2007 0:00:00,7,PRUB,larva,1,1,NULL,4,3.5,4,Y,11,NULL,NULL,NULL,79,NULL,NULL,NULL,10,0,8,7,125,85,95,N,Y,5.54,545,NULL,23.7,12.6,38 57.26619622N 077 03.19985979W,2929,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2930,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/12/2007 0:00:00,8,DFUS,adult,0,1,NULL,2,3,4,Y,12,5,NULL,NULL,60,NULL,NULL,NULL,23,0,1,14,105,80,134,N,Y,7.13,574,NULL,20.3,12.8,38 57.26619622N 077 03.19985979W,2930,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2931,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/12/2007 0:00:00,8,DFUS,juvenile,1,2,NULL,2,3,4,Y,12,5,NULL,NULL,60,NULL,NULL,NULL,23,0,1,14,105,80,134,N,Y,7.13,574,NULL,20.3,12.8,38 57.26619622N 077 03.19985979W,2931,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2932,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/12/2007 0:00:00,8,EBIS,adult,1,0,NULL,2,3,4,Y,12,5,NULL,NULL,60,NULL,NULL,NULL,23,0,1,14,105,80,134,N,Y,7.13,574,NULL,20.3,12.8,38 57.26619622N 077 03.19985979W,2932,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2933,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/12/2007 0:00:00,8,EBIS,larva,1,1,NULL,2,3,4,Y,12,5,NULL,NULL,60,NULL,NULL,NULL,23,0,1,14,105,80,134,N,Y,7.13,574,NULL,20.3,12.8,38 57.26619622N 077 03.19985979W,2933,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2934,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/12/2007 0:00:00,8,PRUB,larva,0,1,NULL,2,3,4,Y,12,5,NULL,NULL,60,NULL,NULL,NULL,23,0,1,14,105,80,134,N,Y,7.13,574,NULL,20.3,12.8,38 57.26619622N 077 03.19985979W,2934,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2935,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/4/2008 0:00:00,1,EBIS,adult,0,1,NULL,4,4.5,3,Y,8,NULL,NULL,NULL,16,NULL,NULL,NULL,75,0,1,14,76,81,104,N,N,5.67,494,NULL,22.7,12.8,38 57.26619622N 077 03.19985979W,2935,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2936,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,6/4/2008 0:00:00,1,DFUS,larva,1,0,NULL,4,4.5,3,Y,8,NULL,NULL,NULL,16,NULL,NULL,NULL,75,0,1,14,76,81,104,N,N,5.67,494,NULL,22.7,12.8,38 57.26619622N 077 03.19985979W,2936,105540,0.002224627052090,-77.055158930999994,38.953168683800001
2937,Rock Creek National Park,West Spring-2,38.954444400000000,-77.053333300000006,15m,7/2/2008 0:00:00,2,DFUS,adult,0,1,NULL,5,3,2.5,Y,NULL,7,NULL,13,28,NULL,NULL,NULL,52,1,6,8,57,85,97,N,N,5.66,543,NULL,26,13.1,38 57.26619622N 077 03.19985979W,2937,105540,0.002224627052090,-77.055158930999994,38.953168683800001
