Site,Date,#,Location,Substrate,Pass,Species,Age,SV,TL,Notes
HRMC1,7/10/12,15,1,W,1,EBIS,L,36,77,
HRMC1,7/10/12,16,1,W,2,EBIS,L,23,47,
HRMC1,7/10/12,17,0,W,2,EBIS,L,25,52,
HRMC1,7/10/12,18,1,W,2,EBIS,L,23,47,
HRMC1,7/10/12,19,10,W,2,EBIS,L,26,52,
HRMC1,7/10/12,20,10,W,2,EBIS,L,19,39,
HRMC1,7/10/12,21,10,W,2,EBIS,L,26,53,
HRMC1,7/10/12,22,10,W,2,EBIS,L,29,46,tail tip gone
HRMC1,7/10/12,23,7,W,2,EBIS,L,24,47,
HRMC1,7/10/12,24,10,W,2,EBIS,L,24,46,
HRMC1,7/10/12,25,14,W,2,EBIS,L,24,41,
HRMC1,7/10/12,26,15,W,2,EBIS,L,28,53,
HRMC1,7/10/12,27,10,W,2,EBIS,L,19,30,tail tip gone
HRMC1,7/10/12,28,11,W,2,EBIS,L,22,42,
HRMC1,7/10/12,29,10,W,3,EBIS,L,21,43,
HRMC1,7/10/12,30,0,W,3,EBIS,L,24,41,
HRMC1,7/10/12,31,1,W,3,EBIS,L,19,36,
HRMC1,7/10/12,32,1,W,3,EBIS,L,21,39,
HRMC1,7/10/12,33,19,W,3,EBIS,L,32,68,
HRMC1,7/10/12,34,19,W,3,EBIS,L,20,42,
HRMC1,7/10/12,35,19,W,3,EBIS,L,33,75,
HRMC1,7/10/12,36,2,W,3,EBIS,A,37,75,
HRMC1,7/10/12,37,3,W,3,EBIS,L,12,22,
HRMC1,7/10/12,38,2,W,3,EBIS,L,12,25,
HRMC1,7/10/12,39,2,W,3,EBIS,L,10,20,
HRMC1,7/10/12,40,0,W,4,EBIS,L,20,40,
HRMC1,7/10/12,41,0,W,4,EBIS,L,19,34,
HRMC1,7/10/12,42,1,W,4,EBIS,L,25,48,
HRMC1,7/10/12,43,4,W,4,EBIS,L,30,64,
HRMC1,7/10/12,44,10,W,4,EBIS,L,22,42,
HRMC1,7/10/12,45,3,W,4,EBIS,L,32,63,
HRMC1,7/10/12,46,10,W,4,EBIS,L,28,56,
HRMC1,7/10/12,47,6,W,4,EBIS,L,20,39,
HRMC1,7/10/12,48,12,W,4,EBIS,L,21,41,
HRMC1,7/10/12,49,12,W,4,EBIS,L,32,70,
HRMC1,7/10/12,50,15,W,4,EBIS,L,23,41,
HRMC1,7/10/12,51,14,W,4,EBIS,L,24,47,
HRMC1,7/10/12,52,0,W,5,EBIS,L,11,22,
HRMC1,7/10/12,53,13,W,5,EBIS,L,11,20,
BRC4ML,7/11/12,1,12,W,1,DMON,J,40,82,
BRC4ML,7/11/12,2,12,W,1,DFUS,J,16,32,"4 sets of spots between legs, spots go down tail a ways, toe tips not black"
BRC4ML,7/11/12,3,13,W,1,DFUS,J,18,37,"4 sets of spots between legs, spots go down tail a ways, toe tips not black"
BRC4ML,7/11/12,4,12,W,1,DMON,J,23,38,has a short tail
BRC4ML,7/11/12,5,12,W,1,DFUS,A,42,100,
BRC4ML,7/11/12,6,11,W,1,DMON,J,31,75,
BRC4ML,7/11/12,7,11,W,1,DFUS,J,17,33,
BRC4ML,7/11/12,8,11,W,1,EBIS,L,14,24,"was being chewed on by a crayfish, top of head missing, dead."
BRC4ML,7/11/12,9,12,W,1,DMON,J,21,49,
BRC4ML,7/11/12,10,14,W,1,DFUS,J,20,47,
BRC4ML,7/11/12,11,15,W,1,DMON,A,36,75,
BRC4ML,7/11/12,12,13,W,1,DMON,J,17,38,"4-5 sets of spots between legs, don't extend very far down tail, black toe tips only visible on back right foot"
BRC4ML,7/11/12,13,20,W,1,EBIS,L,17,37,
BRC4ML,7/11/12,14,22,W,1,DMON,J,31,64,
BRC4ML,7/11/12,15,22,W,1,DMON,J,17,32,"missing back right foot at ankle, tail a little short"
BRC4ML,7/11/12,16,22,W,1,DFUS,J,20,46,
BRC4ML,7/11/12,17,22,W,1,DFUS,J,17,41,
BRC4ML,7/11/12,18,24,W,1,DMON,J,18,39,
BRC4ML,7/11/12,19,25,W,1,DMON,A,50,112,
BRC4ML,7/11/12,20,25,W,1,DMON,J,22,60,
BRC4ML,7/11/12,21,24,W,1,EBIS,L,8,17,
BRC4ML,7/11/12,22,21,W,1,DFUS,J,16,34,
BRC4ML,7/11/12,23,20,W,2,DMON,J,25,51,
BRC4ML,7/11/12,24,20,W,2,DFUS,J,17,47,
BRC4ML,7/11/12,25,21,W,2,DFUS,J,12,23,"small, 5 sets of spots, spots go far down tail, toe tips not black"
BRC4ML,7/11/12,26,20,W,2,DFUS,J,19,44,"small, 5 sets of spots, spots go far down tail, toe tips not black"
BRC4ML,7/11/12,27,20,W,2,EBIS,L,20,44,
BRC4ML,7/11/12,28,22,W,2,EBIS,J,23,53,
BRC4ML,7/11/12,29,20,W,2,DFUS,J,17,38,
BRC4ML,7/11/12,30,19,W,2,DFUS,J,19,42,
BRC4ML,7/11/12,31,19,W,2,EBIS,L,21,44,
BRC4ML,7/11/12,32,24,W,2,DFUS,J,17,39,
BRC4ML,7/11/12,33,20,W,2,DMON,J,35,72,
BRC4ML,7/11/12,34,23,W,2,DFUS,J,15,34,
BRC4ML,7/11/12,35,19,W,2,EBIS,L,18,33,
BRC4ML,7/11/12,36,19,W,2,EBIS,L,23,50,
BRC4ML,7/11/12,37,23,W,2,DMON,J,16,38,
BRC4ML,7/11/12,38,20,W,2,DMON,J,18,45,
BRC4ML,7/11/12,39,16,W,2,DMON,J,25,65,2 fingers grown together on front left hand [foot]
BRC4ML,7/11/12,40,13,W,2,DMON,J,20,44,
BRC4ML,7/11/12,41,17,W,2,DFUS,J,15,35,
BRC4ML,7/11/12,42,15,W,2,DFUS,J,17,35,
BRC4ML,7/11/12,43,17,W,2,EBIS,L,19,33,
BRC4ML,7/11/12,44,17,W,2,EBIS,J,20,45,
BRC4ML,7/11/12,45,17,W,2,EBIS,L,22,35,tip of tail missing
BRC4ML,7/11/12,46,16,W,2,EBIS,L,20,40,
BRC4ML,7/11/12,47,16,W,2,DMON,J,28,55,"tip of tail missing, regenerating"
BRC4ML,7/11/12,48,19,W,3,DFUS,J,17,40,"4-5 sets of spots, spots extend far down tail, toe tips not black"
BRC4ML,7/11/12,49,22,W,3,EBIS,L,19,31,
BRC4ML,7/11/12,50,22,W,3,DFUS,J,14,31,"small, 5 sets of spots, spots only go down 1/3 of tail, toe tips not black"
BRC4ML,7/11/12,51,21,W,3,EBIS,L,20,35,
BRC4ML,7/11/12,52,23,W,3,EBIS,L,20,37,
BRC4ML,7/11/12,53,22,W,3,DFUS,J,17,40,
BRC4ML,7/11/12,54,11,W,3,EBIS,L,19,35,
BRC4ML,7/11/12,55,13,W,3,EBIS,L,21,39,
BRC4ML,7/11/12,56,16,W,3,DFUS,J,35,60,short tail
BRC4ML,7/11/12,57,11,W,3,EBIS,L,19,35,
BRC4ML,7/11/12,58,12,W,3,DFUS,J,16,30,"no front right hand, just small limb bud"
BRC4ML,7/11/12,59,12,W,3,EBIS,L,19,35,
BRC4ML,7/11/12,60,14,W,3,EBIS,L,20,39,
BRC4ML,7/11/12,61,12,W,3,EBIS,L,20,35,
BRC4TL,7/11/12,1,5,W,1,EBIS,L,17,31,
BRC4TL,7/11/12,2,5,W,1,GPOR,L,47,80,
BRC4TL,7/11/12,3,5,W,1,GPOR,L,43,74,
BRC4TL,7/11/12,4,5,W,1,EBIS,L,16,33,
BRC4TL,7/11/12,5,5,W,1,EBIS,J,25,54,
BRC4TL,7/11/12,6,5,W,1,EBIS,L,16,32,
BRC4TL,7/11/12,7,5,W,1,EBIS,L,21,40,
BRC4TL,7/11/12,8,5,W,1,EBIS,L,10,19,
BRC4TL,7/11/12,9,4,W,1,DMON,J,18,42,
BRC4TL,7/11/12,10,5,W,1,EBIS,L,18,37,
BRC4TL,7/11/12,11,5,W,1,EBIS,L,11,20,
BRC4TL,7/11/12,12,5,W,1,EBIS,L,10,19,
BRC4TL,7/11/12,13,4,W,1,EBIS,L,7,15,
BRC4TL,7/11/12,14,5,W,1,DFUS,J,15,35,
BRC4TL,7/11/12,15,5,W,1,EBIS,L,20,36,
BRC4TL,7/11/12,16,4,W,1,EBIS,L,19,36,
BRC4TL,7/11/12,17,5,W,1,EBIS,L,19,38,
BRC4TL,7/11/12,18,4,W,1,DMON,J,31,66,
BRC4TL,7/11/12,19,5,W,1,EBIS,L,19,41,
BRC4TL,7/11/12,20,5,W,1,DMON,A,47,113,
BRC4TL,7/11/12,21,4,W,1,EBIS,L,20,39,
BRC4TL,7/11/12,22,4,W,1,EBIS,L,11,17,tip of tail missing
BRC4TL,7/11/12,23,5,W,1,DFUS,J,22,48,
BRC4TL,7/11/12,24,5,W,1,DFUS,J,19,31,tail is short
BRC4TL,7/11/12,25,14,W,1,DFUS,J,18,40,"4-5 sets of spots, spots go down 2/3 of tail, no black toe tips"
BRC4TL,7/11/12,26,12,W,1,EBIS,J,22,51,
BRC4TL,7/11/12,27,12,W,1,EBIS,L,18,36,
BRC4TL,7/11/12,28,12,W,1,DFUS,J,20,43,
BRC4TL,7/11/12,29,13,W,2,EBIS,L,20,39,
BRC4TL,7/11/12,30,13,W,2,EBIS,L,17,30,end of tail missing
BRC4TL,7/11/12,31,13,W,1,EBIS,L,20,41,
BRC4TL,7/11/12,32,15,W,1,DMON,J,34,66,
BRC4TL,7/11/12,33,15,W,1,EBIS,L,21,34,tip of tail missing
BRC4TL,7/11/12,34,15,W,1,EBIS,L,20,40,
BRC4TL,7/11/12,35,15,W,1,EBIS,L,16,29,
BRC4TL,7/11/12,36,15,W,1,EBIS,L,25,53,
BRC4TL,7/11/12,37,15,W,1,EBIS,L,18,37,
BRC4TL,7/11/12,38,15,W,1,EBIS,L,25,50,
BRC4TL,7/11/12,39,9,W,2,DMON,J,16,33,
BRC4TL,7/11/12,40,9,W,2,DFUS,J,20,36,tip of tail missing
BRC4TL,7/11/12,41,5,W,2,EBIS,L,18,36,
BRC4TL,7/11/12,42,5,W,2,EBIS,L,10,18,
BRC4TL,7/11/12,43,5,W,2,EBIS,L,19,41,
BRC4TL,7/11/12,44,5,W,2,EBIS,L,9,18,
BRC4TL,7/11/12,45,5,W,2,EBIS,L,21,43,
BRC4TL,7/11/12,46,5,W,2,EBIS,L,20,40,
BRC4TL,7/11/12,47,5,W,2,DMON,J,20,46,
BRC4TL,7/11/12,48,8,W,2,EBIS,L,14,34,
BRC4TL,7/11/12,49,8,W,2,EBIS,L,11,18,
BRC4TL,7/11/12,50,8,W,2,EBIS,L,18,39,
BRC4TL,7/11/12,51,5,W,2,EBIS,L,20,38,
BRC4TL,7/11/12,52,5,W,2,EBIS,L,17,39,
BRC4TL,7/11/12,53,5,W,2,EBIS,L,20,38,
BRC4TL,7/11/12,54,12,W,3,EBIS,L,19,38,
BRC4TL,7/11/12,55,14,W,2,EBIS,L,21,38,
BRC4TL,7/11/12,56,14,W,3,EBIS,L,19,35,
BRC4TL,7/11/12,57,13,W,3,GPOR,L,56,103,
BRC4TL,7/11/12,58,14,W,3,EBIS,L,20,35,
BRC4TL,7/11/12,59,14,W,3,EBIS,L,21,36,
BRC4TL,7/11/12,60,13,W,3,EBIS,J,24,46,
BRC4TL,7/11/12,61,13,W,3,EBIS,L,20,40,
BRC4TL,7/11/12,62,14,W,2,EBIS,L,19,38,
BRC4TL,7/11/12,63,14,W,2,EBIS,L,19,34,
BRC4TL,7/11/12,64,15,W,3,EBIS,L,19,36,
BRC4TL,7/11/12,65,13,W,3,EBIS,L,10,18,
BRC4TL,7/11/12,66,14,W,2,EBIS,L,20,34,
BRC4TL,7/11/12,67,12,W,3,EBIS,L,18,32,
BRC4TL,7/11/12,68,15,W,2,EBIS,L,19,36,
BRC4TL,7/11/12,69,14,W,2,EBIS,J,20,40,
BRC4TL,7/11/12,70,12,W,3,EBIS,L,20,33,
BRC4TL,7/11/12,71,4,W,3,EBIS,L,18,35,
BRC4TL,7/11/12,72,4,W,3,EBIS,L,10,18,
BRC4TL,7/11/12,73,4,W,3,EBIS,L,17,34,
BRC4TL,7/11/12,74,6,W,3,DFUS,J,19,32,
BRC4TL,7/11/12,75,5,W,3,EBIS,L,10,18,
BRC4TL,7/11/12,76,5,W,3,EBIS,L,10,19,
BRC4TL,7/11/12,77,4,W,3,EBIS,L,19,36,
BRC4TL,7/11/12,78,4,W,3,EBIS,L,19,34,
BRC4TL,7/11/12,79,4,W,3,EBIS,L,10,17,
BRC4TL,7/11/12,80,6,W,3,DMON,J,37,83,
BRC4TL,7/11/12,81,5,W,3,EBIS,L,10,18,
BRC4TL,7/11/12,82,4,W,3,EBIS,L,17,32,
BRC4TL,7/11/12,83,4,W,3,EBIS,L,10,16,
BRC4TL,7/11/12,84,4,W,3,EBIS,L,9,17,
BRC4TL,7/11/12,85,4,W,3,EBIS,L,22,38,
BRC4TL,7/11/12,86,4,W,3,EBIS,L,20,38,
BRC4TL,7/11/12,87,4,W,3,EBIS,L,18,36,
BRC4TL,7/11/12,88,4,W,3,DFUS,J,22,44,
BRC4TL,7/11/12,89,4,W,3,EBIS,L,19,29,
PRC1WL,7/12/12,1,15,B,1,EBIS,J,19,43,front right hand missing at wrist
PRC1WL,7/12/12,2,13,W,1,DFUS,J,14,32,
PRC1WL,7/12/12,3,16,W,1,EBIS,L,20,34,#8
PRC1WL,7/12/12,4,24,B,1,DFUS,J,15,29,
PRC1WL,7/12/12,5,11,W,1,EBIS,L,20,40,
PRC1WL,7/12/12,6,16,W,1,EBIS,L,20,44,#9
PRC1WL,7/12/12,7,14,B,1,DFUS,A,57,122,
PRC1WL,7/12/12,8,17,W,1,DFUS,A,42,92,caught after time
PRC1WL,7/12/12,9,15,W,1,EBIS,L,16,29,
PRC1WL,7/12/12,10,11,W,1,EBIS,L,11,19,
PRC1WL,7/12/12,11,28,B,1,DFUS,A,42,93,
PRC1WL,7/12/12,12,24,B,1,DFUS,J,27,57,
PRC1WL,7/12/12,13,34,W,1,EBIS,L,22,39,
PRC1WL,7/12/12,14,34,W,1,EBIS,L,16,29,
PRC1WL,7/12/12,15,34,W,1,EBIS,L,19,37,
PRC1WL,7/12/12,16,33,W,1,EBIS,L,16,25,
PRC1WL,7/12/12,17,27,W,1,EBIS,L,20,37,
PRC1WL,7/12/12,18,33,W,1,EBIS,L,24,48,
PRC1WL,7/12/12,19,27,W,1,EBIS,L,18,35,
PRC1WL,7/12/12,20,27,W,1,GPOR,L,42,80,
PRC1WL,7/12/12,21,29,W,1,EBIS,L,18,35,
PRC1WL,7/12/12,22,34,B,1,DFUS,J,16,27,
PRC1WL,7/12/12,23,27,W,1,EBIS,L,22,45,V03
PRC1WL,7/12/12,24,34,B,1,DMON,A,51,98,
PRC1WL,7/12/12,25,27,W,1,GPOR,L,54,93,
PRC1WL,7/12/12,26,33,W,1,DFUS,J,20,40,
PRC1WL,7/12/12,27,33,W,1,EBIS,L,21,38,
PRC1WL,7/12/12,28,36,W,1,DFUS,J,16,29,
PRC1WL,7/12/12,29,36,W,1,EBIS,J,27,54,
PRC1WL,7/12/12,30,36,W,1,EBIS,L,21,37,#7
PRC1WL,7/12/12,31,36,B,1,EBIS,A,34,81,
PRC1WL,7/12/12,32,39,W,1,DFUS,J,37,80,
PRC1WL,7/12/12,33,36,W,1,DFUS,A,58,115,tip of tail missing
PRC1WL,7/12/12,34,36,W,1,DFUS,J,14,29,
PRC1WL,7/12/12,35,36,W,1,EBIS,J,24,47,
PRC1WL,7/12/12,36,35,W,1,EBIS,J,23,46,
PRC1WL,7/12/12,37,40,W,1,DFUS,A,55,105,
PRC1WL,7/12/12,38,11,W,2,EBIS,J,23,51,
PRC1WL,7/12/12,39,13,W,2,GPOR,L,42,82,
PRC1WL,7/12/12,40,11,W,2,EBIS,L,9,16,
PRC1WL,7/12/12,41,19,W,2,EBIS,L,18,29,
PRC1WL,7/12/12,42,19,W,2,EBIS,L,15,28,
PRC1WL,7/12/12,43,19,W,2,EBIS,L,15,28,
PRC1WL,7/12/12,44,19,W,2,EBIS,L,18,32,
PRC1WL,7/12/12,45,19,W,2,EBIS,L,14,27,
PRC1WL,7/12/12,46,29,W,2,EBIS,L,20,39,
PRC1WL,7/12/12,47,16,B,2,DMON,A,52,78,"front right leg missing, short tail"
PRC1WL,7/12/12,48,29,W,2,EBIS,L,21,35,
PRC1WL,7/12/12,49,26,W,2,EBIS,L,16,29,
PRC1WL,7/12/12,50,35,W,2,EBIS,A,30,66,
PRC1WL,7/12/12,51,34,W,2,DFUS,J,14,31,
PRC1WL,7/12/12,52,37,W,2,DFUS,J,14,16,"missing most of tail,, 4-5 sets of spots, toe tips not black"
PRC1WL,7/12/12,53,39,W,2,EBIS,L,20,33,
PRC1WL,7/12/12,54,39,W,2,EBIS,L,22,41,#4
PRC1WL,7/12/12,55,33,B,2,DMON,A,50,90,
PRC1WL,7/12/12,56,35,W,2,EBIS,L,10,18,
PRC1WL,7/12/12,57,31,W,2,DFUS,J,15,22,end of tail missing
PRC1WL,7/12/12,58,35,W,2,EBIS,L,10,18,
PRC1WL,7/12/12,59,27,W,2,GPOR,L,19,35,
PRC1WL,7/12/12,60,28,W,2,GPOR,L,57,89,
PRC1WL,7/12/12,61,28,W,2,EBIS,L,19,41,
PRC1WL,7/12/12,62,24,W,2,EBIS,J,20,42,
PRC1WL,7/12/12,63,27,W,2,GPOR,L,19,35,
PRC1WL,7/12/12,64,27,W,2,EBIS,L,18,33,
PRC1WL,7/12/12,65,26,W,2,EBIS,L,17,32,
PRC1WL,7/12/12,66,26,W,2,EBIS,L,20,38,
PRC1WL,7/12/12,67,44,W,3,EBIS,L,24,45,
PRC1WL,7/12/12,68,30,W,3,EBIS,L,18,22,
PRC1WL,7/12/12,69,15,B,3,EBIS,A,37,86,
PRC1WL,7/12/12,70,11,W,3,EBIS,L,11,20,
PRC1WL,7/12/12,71,16,B,3,DFUS,J,28,55,
PRC1WL,7/12/12,72,16,W,3,EBIS,L,16,27,
PRC1WL,7/12/12,73,16,W,3,EBIS,L,18,33,
PRC1WL,7/12/12,74,16,W,3,GPOR,L,60,106,
PRC1WL,7/12/12,75,12,W,3,EBIS,J,23,45,
PRC1WL,7/12/12,76,44,B,1,DMON,A,50,115,
PRC1WL,7/12/12,77,43,W,1,DFUS,J,16,28,
PRC1WL,7/12/12,78,39,W,3,EBIS,L,11,18,
PRC1WL,7/12/12,79,43,W,1,DFUS,J,16,28,
PRC1WL,7/12/12,80,40,B,3,DFUS,A,74,144,
PRC1WL,7/12/12,81,37,W,3,EBIS,L,17,31,
PRC1WL,7/12/12,82,34,W,3,EBIS,L,16,30,
PRC1WL,7/12/12,83,34,W,3,EBIS,L,10,17,
PRC1WL,7/12/12,84,30,W,3,EBIS,L,9,18,
PRC1WL,7/12/12,85,30,W,3,EBIS,L,11,19,
PRC1WL,7/12/12,86,28,W,3,EBIS,L,20,42,
PRC1WL,7/12/12,87,27,W,3,EBIS,L,23,50,
PRC1WL,7/12/12,88,27,W,3,EBIS,L,21,48,
PRC1WL,7/12/12,89,22,B,3,EBIS,A,40,80,
PRC1WL,7/12/12,90,25,W,3,EBIS,L,15,29,
PRC1WL,7/12/12,91,24,W,3,EBIS,L,23,45,
PRC1WL,7/12/12,92,25,W,3,EBIS,L,19,35,
PRC1WL,7/12/12,93,24,W,3,EBIS,L,20,39,
PRC1WL,7/12/12,94,24,W,3,EBIS,L,14,27,
PRC1WL,7/12/12,95,19,W,3,EBIS,L,17,36,
PRC1WL,7/12/12,96,25,W,3,EBIS,L,14,28,
PRC1WL,7/12/12,97,25,W,3,EBIS,L,16,31,tail mostly broken off
PRC1WL,7/12/12,98,25,W,3,EBIS,L,9,16,
PRC1WL,7/12/12,99,38,W,3,EBIS,L,18,28,
PRC1EL,7/12/12,1,12,SB,2,DFUS,J,15,33,
PRC1EL,7/12/12,2,12,W,1,DFUS,J,13,29,
PRC1EL,7/12/12,3,12,W,2,DFUS,J,14,23,
PRC1EL,7/12/12,4,13,SB,1,DMON,A,45,99,
PRC1EL,7/12/12,5,13,SB,1,DFUS,J,14,25,
PRC1EL,7/12/12,6,13,W,1,DFUS,J,16,31,
PRC1EL,7/12/12,7,14,W,2,DFUS,J,16,35,
PRC1EL,7/12/12,8,14,W,2,DMON,J,17,37,
PRC1EL,7/12/12,9,14,W,2,DFUS,J,21,46,
PRC1EL,7/12/12,10,14,SB,1,EBIS,L,9,18,
PRC1EL,7/12/12,11,14,SB,1,DFUS,J,16,36,
PRC1EL,7/12/12,12,14,SB,1,DFUS,J,21,45,
PRC1EL,7/12/12,13,14,SB,1,DFUS,J,14,26,back right foot missing at ankle
PRC1EL,7/12/12,14,14,W,1,DFUS,J,14,21,
PRC1EL,7/12/12,15,14,W,1,DFUS,J,16,33,
PRC1EL,7/12/12,16,14,W,1,DFUS,J,14,31,front right hand [foot] missing
PRC1EL,7/12/12,17,14,W,1,DFUS,J,15,29,
PRC1EL,7/12/12,18,14,W,1,DFUS,A,43,112,
PRC1EL,7/12/12,19,14,W,1,DFUS,J,16,35,
PRC1EL,7/12/12,20,14,SB,1,DFUS,J,17,32,
PRC1EL,7/12/12,21,15,W,1,EBIS,L,25,50,
PRC1EL,7/12/12,22,15,SB,1,DFUS,J,16,35,
PRC1EL,7/12/12,23,15,W,2,EBIS,L,11,17,
PRC1EL,7/12/12,24,15,W,1,DFUS,J,15,33,
PRC1EL,7/12/12,25,15,W,1,DFUS,J,17,35,
PRC1EL,7/12/12,26,15,B,1,EBIS,A,34,71,
PRC1EL,7/12/12,27,15,W,2,DFUS,J,17,33,
PRC1EL,7/12/12,28,15,W,1,EBIS,A,25,38,"end of tail missing, recently lost"
PRC1EL,7/12/12,29,15,W,2,DFUS,J,18,36,
PRC1EL,7/12/12,30,15,W,1,DFUS,J,15,33,
PRC1EL,7/12/12,31,15,W,2,DMON,J,19,39,
PRC1EL,7/12/12,32,15,W,2,EBIS,L,23,47,
PRC1EL,7/12/12,33,15,W,2,DFUS,J,16,32,
PRC1EL,7/12/12,34,15,W,2,GPOR,L,38,68,
PRC1EL,7/12/12,35,15,W,2,DFUS,J,14,30,
PRC1EL,7/12/12,36,15,W,2,DFUS,J,17,25,short tail
PRC1EL,7/12/12,37,15,W,2,DFUS,A,53,108,
PRC1EL,7/12/12,38,15,SB,2,DFUS,J,18,35,
PRC1EL,7/12/12,39,15,W,2,DFUS,J,15,33,
PRC1EL,7/12/12,40,15,W,2,EBIS,J,22,51,
PRC1EL,7/12/12,41,15,W,1,DMON,A,51,108,
PRC1EL,7/12/12,42,16,W,2,EBIS,J,27,62,
PRC1EL,7/12/12,43,15,W,1,DFUS,J,15,29,
PRC1EL,7/12/12,44,15,W,1,DFUS,A,50,103,right hind foot bloody
PRC1EL,7/12/12,45,15,W,1,DMON,J,20,35,rear left limb middle missing tops of 2 toes
PRC1EL,7/12/12,46,15,W,1,EBIS,L,26,58,
PRC1EL,7/12/12,47,21,W,1,DMON,J,18,34,
PRC1EL,7/12/12,48,24,SB,1,DFUS,J,17,26,
PRC1EL,7/12/12,49,21,W,1,DFUS,J,18,32,
PRC1EL,7/12/12,50,19,W,2,EBIS,L,12,20,
PRC1EL,7/12/12,51,22,SB,2,DFUS,J,17,26,
PRC1EL,7/12/12,52,22,SB,2,DFUS,J,17,31,
PRC1EL,7/12/12,53,22,SB,2,DFUS,J,16,30,
PRC1EL,7/12/12,54,18,W,1,EBIS,J,11,20,
PRC1EL,7/12/12,55,18,W,1,EBIS,L,8,17,
PRC1EL,7/12/12,56,18,W,1,EBIS,L,24,47,
PRC1EL,7/12/12,57,18,W,1,EBIS,L,10,20,
PRC1EL,7/12/12,58,18,W,1,EBIS,L,11,21,
PRC1EL,7/12/12,59,18,W,1,EBIS,L,10,20,
PRC1EL,7/12/12,60,18,W,1,EBIS,L,10,18,
PRC1EL,7/12/12,61,18,W,1,EBIS,L,11,18,
PRC1EL,7/12/12,62,18,W,3,EBIS,L,19,36,
PRC1EL,7/12/12,63,18,W,3,EBIS,L,9,18,
PRC1EL,7/12/12,64,18,W,3,EBIS,L,10,20,
PRC1EL,7/12/12,65,20,B,3,EBIS,A,34,60,
PRC1EL,7/12/12,66,18,W,3,EBIS,L,12,20,
PRC1EL,7/12/12,67,18,W,3,EBIS,L,14,26,
PRC1EL,7/12/12,68,18,W,3,EBIS,L,11,22,
PRC1EL,7/12/12,69,18,W,2,EBIS,L,10,19,
PRC1EL,7/12/12,70,18,W,1,EBIS,L,11,21,
PRC1EL,7/12/12,71,18,W,1,EBIS,L,11,20,
PRC1EL,7/12/12,72,14,SB,2,DFUS,A,40,73,
PRC1EL,7/12/12,73,16,W,2,DFUS,J,19,32,
PRC1EL,7/12/12,74,14,SB,2,DFUS,J,15,33,
PRC1EL,7/12/12,75,19,SB,2,DMON,A,,,escaped before it was measured
PRC1EL,7/12/12,76,14,SB,2,DMON,J,16,27,tail tip regenerating
PRC1EL,7/12/12,77,16,W,1,EBIS,L,11,17,
PRC1EL,7/12/12,78,16,W,2,EBIS,L,13,23,
PRC1EL,7/12/12,79,16,W,1,EBIS,L,11,21,
PRC1EL,7/12/12,80,13,SB,2,DFUS,J,16,28,
PRC1EL,7/12/12,81,38,B,2,DFUS,J,14,31,
PRC1EL,7/12/12,82,39,W,2,DFUS,A,38,81,
PRC1EL,7/12/12,83,39,W,2,DMON,A,49,112,
PRC1EL,7/12/12,84,39,W,2,DMON,A,36,75,
PRC1EL,7/12/12,85,37,W,2,DFUS,J,13,32,
PRC1EL,7/12/12,86,37,B,2,DFUS,J,14,31,
PRC1EL,7/12/12,87,36,B,2,DFUS,J,17,37,
PRC1EL,7/12/12,88,37,W,2,DFUS,J,15,31,
PRC1EL,7/12/12,89,30,W,3,EBIS,L,9,19,
PRC1EL,7/12/12,90,30,W,3,DFUS,J,14,30,
PRC1EL,7/12/12,91,30,W,3,EBIS,L,9,18,
PRC1EL,7/12/12,92,30,W,3,EBIS,L,11,20,
PRC1EL,7/12/12,93,30,SB,3,DFUS,J,25,52,
PRC1EL,7/12/12,94,29,W,3,EBIS,J,10,19,"marked as juvenile, should be larval?"
PRC1EL,7/12/12,95,30,W,3,DFUS,J,18,35,
PRC1EL,7/12/12,96,38,B,2,DFUS,J,14,29,
PRC1EL,7/12/12,97,39,W,2,DFUS,J,13,30,
PRC1EL,7/12/12,98,39,B,2,DFUS,J,15,31,
PRC1EL,7/12/12,99,29,W,2,DFUS,J,19,38,
PRC1EL,7/12/12,100,29,W,2,EBIS,L,10,20,
PRC1EL,7/12/12,101,28,W,3,EBIS,L,10,19,
PRC1EL,7/12/12,102,28,W,2,EBIS,L,10,20,
PRC1EL,7/12/12,103,29,W,2,EBIS,L,9,19,
PRC1EL,7/12/12,104,28,SB,2,DFUS,J,14,30,
PRC1EL,7/12/12,105,30,W,2,DFUS,J,12,30,measurement error on SVL?
PRC1EL,7/12/12,106,30,SB,3,DFUS,J,16,32,
PRC1EL,7/12/12,107,29,W,3,DFUS,J,14,29,
PRC1EL,7/12/12,108,27,SB,3,DMON,A,32,72,
PRC1EL,7/12/12,109,30,W,3,EBIS,L,9,19,
PRC1EL,7/12/12,110,31,W,1,DFUS,J,16,36,
PRC1EL,7/12/12,111,29,W,4,DFUS,J,16,39,
PRC1EL,7/12/12,112,18,W,4,EBIS,L,24,52,
PRC1EL,7/12/12,113,18,W,4,EBIS,L,26,54,
PRC1EL,7/12/12,114,19,W,4,EBIS,L,8,17,
PRC1EL,7/12/12,115,19,W,4,DFUS,J,27,55,
PRC1EL,7/12/12,116,19,W,4,DMON,J,15,34,
PRC1EL,7/12/12,117,40,W,4,EBIS,L,9,17,
PRC1EL,7/12/12,117,18,W,4,EBIS,L,27,55,second 117 wasn't numbered
PRC1EL,7/12/12,118,14,W,4,DFUS,J,16,30,
